concurrency,prompt_type,ttft_ms,tpot,total_latency_ms,tokens_generated,stop_setting
32,short,975.96,3.62,4018.20,11,none
32,short,975.89,5.83,11270.11,60,none
32,short,975.94,4.63,2918.66,9,none
32,short,975.90,5.84,22885.64,128,none
32,short,975.81,5.84,22878.99,128,none
32,short,975.76,5.62,13776.20,72,none
32,short,975.87,6.07,8388.36,45,none
32,short,975.80,5.84,22882.72,128,none
32,short,975.74,5.41,17430.17,89,none
32,short,975.80,5.76,20603.50,113,none
32,short,975.68,5.72,12510.28,66,none
32,short,975.75,5.56,13028.95,67,none
32,short,975.77,5.62,13775.95,72,none
32,short,975.73,5.84,22885.51,128,none
32,short,975.72,5.55,6383.76,30,none
32,short,975.67,5.84,22887.39,128,none
32,short,975.68,4.64,2917.20,9,none
32,short,975.72,5.40,15039.98,76,none
32,short,2252.17,3.67,4707.47,9,none
32,short,2212.30,7.18,20041.26,128,none
32,short,2212.16,6.11,10888.53,53,none
32,short,2212.26,6.46,13509.52,73,none
32,short,2210.00,5.62,8080.47,33,none
32,short,2210.11,6.52,13257.14,72,none
32,short,2210.03,3.89,5035.14,11,none
32,short,2210.04,7.18,20036.08,128,none
32,short,2209.92,5.44,7357.42,28,none
32,short,2209.90,6.47,14105.16,77,none
32,short,2209.92,7.18,20033.30,128,none
32,short,2209.93,7.16,18689.25,118,none
32,short,1208.29,4.57,6896.20,26,none
32,short,2209.85,7.18,20038.82,128,none
32,short,2206.68,3.89,5031.83,11,none
32,short,2206.61,7.18,20032.67,128,none
32,short,2200.09,7.18,20028.99,128,none
32,short,2200.09,3.89,5025.21,11,none
32,short,1198.21,6.83,19784.35,127,none
32,short,2200.01,7.18,20023.32,128,none
32,short,2199.97,6.00,10194.65,48,none
32,short,2199.95,6.87,17200.53,103,none
32,short,2199.85,5.44,7347.33,28,none
32,short,2199.93,6.69,16103.67,93,none
32,short,2199.92,7.18,20028.73,128,none
32,short,2199.79,7.18,20028.67,128,none
32,short,2199.82,6.90,20028.67,123,none
32,short,2199.86,3.68,4100.75,7,none
32,short,2199.70,5.56,8318.57,34,none
32,short,2199.77,7.18,20028.67,128,none
32,short,2199.67,3.89,5024.33,11,none
32,short,2199.79,6.46,14269.42,78,none
32,short,1829.79,5.53,3458.24,9,double_newline
32,short,1206.59,3.29,1815.08,2,double_newline
32,short,1206.43,6.00,11033.11,59,double_newline
32,short,1206.51,4.84,2858.66,8,double_newline
32,short,1206.45,5.27,8042.07,36,double_newline
32,short,1206.35,7.29,18771.71,128,double_newline
32,short,1206.45,4.48,3886.59,12,double_newline
32,short,1206.57,4.49,2766.62,7,double_newline
32,short,1206.35,4.64,5084.61,18,double_newline
32,short,1206.54,4.02,1952.83,3,double_newline
32,short,1206.48,7.29,18770.85,128,double_newline
32,short,1206.46,3.28,1816.29,2,double_newline
32,short,1205.63,6.10,10552.36,57,double_newline
32,short,1206.26,6.73,15921.30,99,double_newline
32,short,1204.81,4.48,3885.01,12,double_newline
32,short,1204.79,7.29,18770.50,128,double_newline
32,short,1204.84,4.84,2856.97,8,double_newline
32,short,1204.94,4.61,4456.64,15,double_newline
32,short,1203.68,7.29,18769.70,128,double_newline
32,short,1204.44,5.95,9604.49,50,double_newline
32,short,1204.58,4.97,7042.52,29,double_newline
32,short,1204.55,6.64,15209.25,93,double_newline
32,short,1204.56,4.48,3884.62,12,double_newline
32,short,1204.53,7.29,18770.35,128,double_newline
32,short,1204.26,6.07,13069.05,72,double_newline
32,short,1204.49,4.02,1950.72,3,double_newline
32,short,1204.48,5.45,8541.48,40,double_newline
32,short,1204.49,4.84,2856.57,8,double_newline
32,short,1204.44,5.12,7645.23,33,double_newline
32,short,1204.27,4.29,3765.80,11,double_newline
32,short,1204.40,5.21,6576.83,28,double_newline
32,short,1204.29,5.61,8871.14,43,double_newline
32,short,4480.78,2.08,8797.62,9,double_newline
32,short,2458.41,5.42,24045.20,117,double_newline
32,short,2458.44,5.68,24997.08,128,double_newline
32,short,2458.40,1.56,7586.91,8,double_newline
32,short,2458.33,2.93,13381.13,32,double_newline
32,short,1879.73,5.17,22768.57,108,double_newline
32,short,2458.37,1.69,9538.53,12,double_newline
32,short,2458.33,5.68,24996.98,128,double_newline
32,short,4465.05,2.09,8781.28,9,double_newline
32,short,2458.42,1.00,4465.22,2,double_newline
32,short,2458.30,1.24,6503.09,5,double_newline
32,short,2458.30,1.40,7469.22,7,double_newline
32,short,2458.30,3.13,14275.01,37,double_newline
32,short,2458.17,1.60,9315.52,11,double_newline
32,short,2456.82,1.69,9537.01,12,double_newline
32,short,2456.48,5.68,24995.25,128,double_newline
32,short,2456.71,2.66,12610.87,27,double_newline
32,short,2456.72,1.00,4461.06,2,double_newline
32,short,2456.31,2.93,13379.35,32,double_newline
32,short,2456.21,1.56,7584.72,8,double_newline
32,short,2456.23,3.41,15069.69,43,double_newline
32,short,2456.34,1.60,9313.79,11,double_newline
32,short,2456.05,1.69,9535.95,12,double_newline
32,short,2456.12,5.06,21838.26,98,double_newline
32,short,4463.14,2.08,8779.88,9,double_newline
32,short,1877.40,1.16,4463.15,3,double_newline
32,short,2456.03,4.54,18993.37,75,double_newline
32,short,2456.07,1.56,7584.59,8,double_newline
32,short,2456.07,3.07,13863.37,35,double_newline
32,short,2456.08,5.68,24991.88,128,double_newline
32,short,2456.18,1.69,9536.25,12,double_newline
32,short,2455.92,5.68,24994.62,128,double_newline
32,short,1639.63,8.68,16267.79,127,double_newline
32,short,1036.74,3.47,1613.73,2,double_newline
32,short,1036.53,6.65,8256.20,48,double_newline
32,short,1036.64,4.92,2459.99,7,double_newline
32,short,1036.61,5.23,5623.55,24,double_newline
32,short,1036.48,6.88,8888.65,54,double_newline
32,short,1036.61,4.22,3880.56,12,double_newline
32,short,1036.54,8.42,16241.62,128,double_newline
32,short,1613.20,5.66,3202.43,9,double_newline
32,short,1036.49,3.47,1613.42,2,double_newline
32,short,1036.44,7.92,13916.36,102,double_newline
32,short,1036.43,5.27,2553.61,8,double_newline
32,short,1036.40,6.25,6959.29,37,double_newline
32,short,1036.00,4.22,3880.07,12,double_newline
32,short,1036.12,4.22,3880.09,12,double_newline
32,short,1035.96,7.58,11325.78,78,double_newline
32,short,1613.13,6.88,7866.19,43,double_newline
32,short,1035.94,3.47,1612.59,2,double_newline
32,short,1035.97,7.90,13066.10,95,double_newline
32,short,1035.92,4.92,2459.03,7,double_newline
32,short,1035.96,6.24,6964.38,37,double_newline
32,short,1035.91,4.22,3879.89,12,double_newline
32,short,1035.85,4.22,3879.84,12,double_newline
32,short,1035.88,4.38,1720.80,3,double_newline
32,short,1035.94,6.71,8483.77,50,double_newline
32,short,1035.93,3.47,1612.90,2,double_newline
32,short,1035.92,7.63,10865.80,75,double_newline
32,short,1035.86,5.27,2553.09,8,double_newline
32,short,1035.77,6.26,7266.85,39,double_newline
32,short,1035.85,8.35,15761.98,123,double_newline
32,short,1035.75,4.22,3879.73,12,double_newline
32,short,605.42,7.69,12823.90,94,double_newline
32,short,656.27,4.77,2544.78,9,single_newline
32,short,646.39,2.42,1473.83,2,single_newline
32,short,646.02,7.11,5004.80,31,single_newline
32,short,645.97,4.98,2051.72,7,single_newline
32,short,645.99,6.72,4514.73,26,single_newline
32,short,646.23,5.97,3494.50,17,single_newline
32,short,645.77,5.18,2769.01,11,single_newline
32,short,645.85,5.41,2309.36,9,single_newline
32,short,645.89,6.82,4900.50,29,single_newline
32,short,645.89,3.63,1473.41,3,single_newline
32,short,645.86,7.21,8000.28,53,single_newline
32,short,645.89,5.34,2142.79,8,single_newline
32,short,645.82,6.88,5004.28,30,single_newline
32,short,645.82,8.51,15682.36,128,single_newline
32,short,644.21,5.18,2767.38,11,single_newline
32,short,644.06,6.80,6377.71,39,single_newline
32,short,247.52,5.42,3381.59,17,single_newline
32,short,644.45,2.77,1365.33,2,single_newline
32,short,644.11,5.97,3492.81,17,single_newline
32,short,644.16,1.39,1365.25,1,single_newline
32,short,644.16,6.66,7096.90,43,single_newline
32,short,644.37,8.24,14841.49,117,single_newline
32,short,644.39,6.86,5311.17,32,single_newline
32,short,644.13,7.72,13206.09,97,single_newline
32,short,644.35,4.77,2532.71,9,single_newline
32,short,644.03,2.77,1365.01,2,single_newline
32,short,644.02,7.75,11997.60,88,single_newline
32,short,644.05,5.84,3381.82,16,single_newline
32,short,644.02,6.83,5618.42,34,single_newline
32,short,643.98,6.73,6292.20,38,single_newline
32,short,644.30,5.18,2767.32,11,single_newline
32,short,643.99,8.38,15319.43,123,single_newline
32,short,779.92,1.27,7853.51,9,single_newline
32,short,770.31,5.67,23344.47,128,single_newline
32,short,770.49,1.69,3133.68,4,single_newline
32,short,770.49,2.61,12250.05,30,single_newline
32,short,770.44,3.87,16775.12,62,single_newline
32,short,770.37,5.18,21825.80,109,single_newline
32,short,770.42,1.20,9944.29,11,single_newline
32,short,770.33,1.08,7262.98,7,single_newline
32,short,770.28,1.27,7843.87,9,single_newline
32,short,770.35,1.12,2548.75,2,single_newline
32,short,770.29,1.08,7262.98,7,single_newline
32,short,770.26,0.56,2548.43,1,single_newline
32,short,770.33,2.53,12250.91,29,single_newline
32,short,770.27,1.23,9710.71,11,single_newline
32,short,769.51,1.20,9943.27,11,single_newline
32,short,769.31,3.21,14168.71,43,single_newline
32,short,769.40,5.27,22195.42,113,single_newline
32,short,769.40,0.56,2547.84,1,single_newline
32,short,298.83,2.64,12440.11,32,single_newline
32,short,769.27,1.08,7259.85,7,single_newline
32,short,769.29,2.64,12897.21,32,single_newline
32,short,769.35,4.24,17749.50,72,single_newline
32,short,769.31,1.20,9943.24,11,single_newline
32,short,769.32,3.21,14168.82,43,single_newline
32,short,769.28,1.27,7842.93,9,single_newline
32,short,769.17,1.13,2545.26,2,single_newline
32,short,769.27,4.93,20249.85,96,single_newline
32,short,769.21,1.08,7261.96,7,single_newline
32,short,769.14,3.18,14281.86,43,single_newline
32,short,769.23,5.67,23343.19,128,single_newline
32,short,769.11,1.20,9942.70,11,single_newline
32,short,769.17,4.90,20142.61,95,single_newline
32,short,740.39,3.05,3689.07,9,single_newline
32,short,733.02,2.56,1513.34,2,single_newline
32,short,732.96,3.77,4447.25,14,single_newline
32,short,729.94,1.28,1513.02,1,single_newline
32,short,729.93,5.92,7151.75,38,single_newline
32,short,729.86,7.82,11217.14,82,single_newline
32,short,311.56,3.14,3818.53,11,single_newline
32,short,732.87,3.56,3818.55,11,single_newline
32,short,729.82,3.05,3681.40,9,single_newline
32,short,729.82,2.55,1512.89,2,single_newline
32,short,729.53,3.15,3271.47,8,single_newline
32,short,729.77,3.15,3271.56,8,single_newline
32,short,729.79,6.02,7712.26,42,single_newline
32,short,732.70,3.66,4009.24,12,single_newline
32,short,732.03,3.36,4008.55,11,single_newline
32,short,732.05,6.35,8294.37,48,single_newline
32,short,732.03,5.21,5532.73,25,single_newline
32,short,729.00,2.55,1512.07,2,single_newline
32,short,728.94,3.66,4008.50,12,single_newline
32,short,728.96,3.15,3270.75,8,single_newline
32,short,731.91,5.76,6812.58,35,single_newline
32,short,731.87,3.66,4008.42,12,single_newline
32,short,731.85,3.36,4008.38,11,single_newline
32,short,728.92,10.11,13391.15,128,single_newline
32,short,728.84,3.05,3680.23,9,single_newline
32,short,728.83,1.28,1511.05,1,single_newline
32,short,728.86,6.28,8051.89,46,single_newline
32,short,731.83,2.84,3195.76,7,single_newline
32,short,731.83,5.30,6012.52,28,single_newline
32,short,728.77,3.56,3817.26,11,single_newline
32,short,728.84,5.88,7363.74,39,single_newline
32,short,731.76,6.11,7609.41,42,single_newline
32,long,2561.38,4.28,32471.35,128,none
32,long,2559.11,4.28,32469.15,128,none
32,long,205.27,4.30,29993.81,128,none
32,long,2559.23,4.28,32469.16,128,none
32,long,2558.47,4.28,32458.16,128,none
32,long,2558.87,4.28,32463.73,128,none
32,long,2558.12,4.28,32458.01,128,none
32,long,2558.35,4.28,32458.02,128,none
32,long,2558.64,4.28,32458.09,128,none
32,long,2557.17,4.28,32429.82,128,none
32,long,2558.93,4.28,32468.91,128,none
32,long,2558.66,4.28,32459.74,128,none
32,long,2558.65,4.28,32459.74,128,none
32,long,2558.64,4.28,32463.52,128,none
32,long,2558.05,4.28,32457.61,128,none
32,long,2558.59,4.28,32468.52,128,none
32,long,2558.49,4.28,32468.47,128,none
32,long,2557.80,4.28,32457.48,128,none
32,long,2558.23,4.28,32459.33,128,none
32,long,2558.44,4.28,32468.41,128,none
32,long,2558.41,4.28,32468.38,128,none
32,long,2558.03,4.28,32457.49,128,none
32,long,2557.90,4.28,32457.46,128,none
32,long,2558.18,4.28,32463.06,128,none
32,long,2558.24,4.28,32468.23,128,none
32,long,2558.22,4.28,32463.05,128,none
32,long,2557.82,4.28,32457.38,128,none
32,long,2558.34,4.28,32468.32,128,none
32,long,2558.29,4.28,32468.22,128,none
32,long,2558.18,4.28,32468.19,128,none
32,long,2558.28,4.28,32468.26,128,none
32,long,2557.74,4.28,32457.29,128,none
32,long,4055.79,7.85,20356.38,128,none
32,long,4008.63,7.85,20309.11,128,none
32,long,4008.37,7.85,20308.89,128,none
32,long,4007.86,7.85,20308.18,128,none
32,long,4008.45,7.85,20308.92,128,none
32,long,4008.49,7.85,20308.98,128,none
32,long,4008.48,7.85,20308.97,128,none
32,long,4008.46,7.85,20308.94,128,none
32,long,4008.29,7.85,20308.81,128,none
32,long,4008.24,7.85,20308.74,128,none
32,long,4008.25,7.85,20308.77,128,none
32,long,4007.85,7.85,20308.66,128,none
32,long,4007.77,7.85,20308.64,128,none
32,long,4008.36,7.85,20308.83,128,none
32,long,3992.61,7.85,20293.14,128,none
32,long,3991.95,7.85,20288.62,128,none
32,long,3992.57,7.85,20293.07,128,none
32,long,3992.46,7.85,20292.97,128,none
32,long,3992.52,7.85,20292.99,128,none
32,long,3992.53,7.85,20293.02,128,none
32,long,3992.31,7.85,20292.83,128,none
32,long,3992.52,7.85,20293.02,128,none
32,long,3992.02,7.85,20292.78,128,none
32,long,3991.98,7.85,20292.76,128,none
32,long,3991.84,7.85,20292.71,128,none
32,long,3991.99,7.85,20292.75,128,none
32,long,3992.44,7.85,20292.92,128,none
32,long,3992.41,7.85,20292.88,128,none
32,long,3992.37,7.85,20292.84,128,none
32,long,1586.31,6.90,20144.12,128,none
32,long,3992.34,7.85,20292.80,128,none
32,long,3992.30,7.85,20292.76,128,none
32,long,2994.32,8.83,17491.30,128,none
32,long,2978.02,8.83,17475.05,128,none
32,long,2977.84,8.83,17474.85,128,none
32,long,2977.61,8.83,17472.89,128,none
32,long,2977.71,8.83,17474.74,128,none
32,long,2977.62,8.83,17474.62,128,none
32,long,2977.67,8.83,17474.69,128,none
32,long,2977.67,8.83,17474.70,128,none
32,long,2977.52,8.83,17472.80,128,none
32,long,2977.60,8.83,17474.61,128,none
32,long,2977.60,8.83,17474.62,128,none
32,long,2976.56,8.83,17471.64,128,none
32,long,2977.52,8.83,17474.53,128,none
32,long,2977.53,8.83,17474.53,128,none
32,long,2975.09,8.83,17472.10,128,none
32,long,2975.17,8.83,17472.16,128,none
32,long,2975.04,8.83,17472.04,128,none
32,long,2974.97,8.83,17471.95,128,none
32,long,2975.06,8.83,17472.07,128,none
32,long,2974.97,8.83,17471.97,128,none
32,long,2975.03,8.83,17472.04,128,none
32,long,2975.11,8.83,17472.08,128,none
32,long,476.13,7.57,17383.19,128,none
32,long,2974.91,8.83,17471.90,128,none
32,long,2975.10,8.83,17472.06,128,none
32,long,2974.98,8.83,17472.00,128,none
32,long,2974.94,8.83,17471.95,128,none
32,long,2974.84,8.83,17470.11,128,none
32,long,2974.86,8.83,17471.85,128,none
32,long,2974.88,8.83,17471.89,128,none
32,long,2974.90,8.83,17471.91,128,none
32,long,2974.76,8.83,17471.75,128,none
32,long,2489.04,2.99,5494.39,9,double_newline
32,long,2482.41,2.77,5374.37,8,double_newline
32,long,2482.42,2.77,5375.54,8,double_newline
32,long,2482.40,6.19,12173.03,60,double_newline
32,long,2482.28,2.99,5487.49,9,double_newline
32,long,2482.42,3.12,5688.79,10,double_newline
32,long,2482.34,4.13,8046.71,23,double_newline
32,long,2482.24,7.07,14503.00,85,double_newline
32,long,2482.34,2.99,5487.69,9,double_newline
32,long,2482.32,3.12,5688.70,10,double_newline
32,long,2482.33,6.13,11613.99,56,double_newline
32,long,2482.33,3.33,6090.17,12,double_newline
32,long,2482.25,3.12,5688.54,10,double_newline
32,long,2481.60,2.27,4681.02,5,double_newline
32,long,2481.74,4.05,7423.20,20,double_newline
32,long,2481.67,3.72,6781.04,16,double_newline
32,long,2481.73,7.34,15431.76,95,double_newline
32,long,2481.11,3.85,6892.02,17,double_newline
32,long,2481.63,3.72,6781.03,16,double_newline
32,long,2481.67,6.24,12249.88,61,double_newline
32,long,2481.58,2.99,5486.79,9,double_newline
32,long,2481.66,8.52,17505.45,128,double_newline
32,long,2481.00,3.85,6891.89,17,double_newline
32,long,2481.54,3.40,6305.83,13,double_newline
32,long,2481.59,2.99,5486.94,9,double_newline
32,long,2481.29,15113.55,2481.36,1,double_newline
32,long,2481.56,5.46,9805.57,40,double_newline
32,long,2481.45,3.23,5888.86,11,double_newline
32,long,2481.52,2.99,5486.87,9,double_newline
32,long,311.23,2.85,7334.77,20,double_newline
32,long,2481.43,5.83,10709.57,48,double_newline
32,long,2481.34,5.90,10954.10,50,double_newline
32,long,3141.74,1.20,4803.28,2,double_newline
32,long,3098.82,1.68,8469.75,9,double_newline
32,long,3098.69,1.68,8469.61,9,double_newline
32,long,3098.72,5.79,15355.27,71,double_newline
32,long,3098.56,2.02,9033.28,12,double_newline
32,long,3097.55,7.40,20400.33,128,double_newline
32,long,3098.52,1.80,8646.09,10,double_newline
32,long,3098.63,6.33,16992.56,88,double_newline
32,long,3098.60,1.68,8469.52,9,double_newline
32,long,3098.52,3.18,10337.16,23,double_newline
32,long,3098.57,6.63,18028.79,99,double_newline
32,long,3098.42,5.65,14601.94,65,double_newline
32,long,3098.47,1.80,8646.07,10,double_newline
32,long,3098.51,1.52,8346.98,8,double_newline
32,long,3095.85,1.63,4931.44,3,double_newline
32,long,3094.70,2.02,9030.21,12,double_newline
32,long,708.17,1.85,9368.16,16,double_newline
32,long,3095.69,1.08,7716.94,5,double_newline
32,long,3095.81,5.54,14103.91,61,double_newline
32,long,3095.70,5.70,14675.44,66,double_newline
32,long,3095.58,1.92,8825.39,11,double_newline
32,long,3095.73,1.63,4931.33,3,double_newline
32,long,3095.63,3.61,10857.36,28,double_newline
32,long,3095.58,2.02,9030.31,12,double_newline
32,long,3095.59,1.52,8343.62,8,double_newline
32,long,3095.67,2.52,9444.69,16,double_newline
32,long,3095.58,7.40,20397.57,128,double_newline
32,long,3095.51,5.99,15952.67,77,double_newline
32,long,3095.64,3.03,10021.51,21,double_newline
32,long,3095.66,1.92,8825.50,11,double_newline
32,long,3095.58,5.71,15008.92,68,double_newline
32,long,3095.58,5.50,14004.09,60,double_newline
32,long,2793.92,3.44,5406.81,9,double_newline
32,long,2786.57,3.20,5283.41,8,double_newline
32,long,2786.33,5.27,11330.88,45,double_newline
32,long,2786.46,5.45,13065.42,56,double_newline
32,long,2786.24,3.68,5500.95,10,double_newline
32,long,2786.25,3.97,5806.88,12,double_newline
32,long,2786.49,4.07,7455.01,19,double_newline
32,long,2786.46,3.68,5501.12,10,double_newline
32,long,2786.48,3.44,5399.38,9,double_newline
32,long,2786.43,3.44,5399.05,9,double_newline
32,long,2786.38,3.68,5500.94,10,double_newline
32,long,2786.17,3.87,6149.27,13,double_newline
32,long,2786.34,3.97,5806.74,12,double_newline
32,long,2786.35,2.78,4946.98,6,double_newline
32,long,2785.78,6.28,16321.72,85,double_newline
32,long,2785.85,6.57,18908.62,106,double_newline
32,long,2785.81,4.59,30647.22,128,double_newline
32,long,2785.58,14796.56,2785.65,1,double_newline
32,long,2785.76,5.55,13597.40,60,double_newline
32,long,2785.77,5.50,13512.81,59,double_newline
32,long,2785.66,3.20,5282.48,8,double_newline
32,long,2785.69,3.68,5500.32,10,double_newline
32,long,2785.63,5.07,9880.45,36,double_newline
32,long,2785.63,3.80,6992.20,16,double_newline
32,long,2784.66,3.68,5499.80,10,double_newline
32,long,2785.58,2.47,4806.41,5,double_newline
32,long,2785.64,3.97,7070.46,17,double_newline
32,long,2785.62,4.19,7556.99,20,double_newline
32,long,2785.32,4.03,6261.93,14,double_newline
32,long,2785.50,3.45,5397.29,9,double_newline
32,long,2785.52,2.31,4086.45,3,double_newline
32,long,240.42,2.22,5637.81,12,double_newline
32,long,4001.27,0.77,16978.27,10,single_newline
32,long,3934.02,0.75,15873.85,9,single_newline
32,long,3933.86,1.29,7040.61,4,single_newline
32,long,3933.45,1.04,21310.04,18,single_newline
32,long,3930.56,1.09,9413.64,6,single_newline
32,long,3927.39,0.75,15867.27,9,single_newline
32,long,3926.96,0.99,21063.46,17,single_newline
32,long,3920.73,0.90,19520.16,14,single_newline
32,long,3915.64,0.85,13374.09,8,single_newline
32,long,3913.62,0.78,18026.26,11,single_newline
32,long,3913.16,0.75,15847.73,9,single_newline
32,long,3913.52,0.85,19164.52,13,single_newline
32,long,3913.56,0.75,15853.45,9,single_newline
32,long,3913.55,0.75,15853.45,9,single_newline
32,long,3904.18,0.82,18618.03,12,single_newline
32,long,3904.20,0.78,18017.17,11,single_newline
32,long,3904.17,0.77,16883.67,10,single_newline
32,long,3904.15,1.10,9381.32,6,single_newline
32,long,3903.84,10113.80,3903.94,1,single_newline
32,long,3901.88,0.94,19883.29,15,single_newline
32,long,3898.57,2.43,26546.46,55,single_newline
32,long,1222.27,0.71,18011.61,12,single_newline
32,long,3898.46,0.77,16877.98,10,single_newline
32,long,3898.08,0.94,19879.98,15,single_newline
32,long,3897.99,0.77,16874.96,10,single_newline
32,long,3898.41,1.02,10760.57,7,single_newline
32,long,3898.43,1.26,22964.73,24,single_newline
32,long,3896.16,0.77,16874.80,10,single_newline
32,long,3898.43,0.77,16877.90,10,single_newline
32,long,3898.39,1.48,7281.85,5,single_newline
32,long,3897.97,2.36,25901.54,52,single_newline
32,long,3897.87,1.59,24011.65,32,single_newline
32,long,4687.62,0.97,10848.12,6,single_newline
32,long,4656.29,0.84,10609.57,5,single_newline
32,long,4656.14,1.07,13090.11,9,single_newline
32,long,4656.11,1.64,16236.84,19,single_newline
32,long,4656.11,1.15,13381.25,10,single_newline
32,long,716.86,0.69,12337.98,8,single_newline
32,long,4656.07,2.79,18983.01,40,single_newline
32,long,4656.01,1.82,16736.30,22,single_newline
32,long,4655.97,1.15,13381.13,10,single_newline
32,long,4656.07,1.07,13090.04,9,single_newline
32,long,4656.03,2.88,19258.78,42,single_newline
32,long,4655.93,1.15,13381.58,10,single_newline
32,long,4655.98,1.19,14736.17,12,single_newline
32,long,4655.99,0.97,12895.68,8,single_newline
32,long,4642.53,3.21,19615.45,48,single_newline
32,long,4642.39,1.07,13076.37,9,single_newline
32,long,4642.32,1.07,13076.29,9,single_newline
32,long,4642.32,1.07,13076.30,9,single_newline
32,long,4642.36,2.42,17859.55,32,single_newline
32,long,4642.35,1.12,14491.75,11,single_newline
32,long,4641.63,1.15,13364.88,10,single_newline
32,long,4641.58,0.84,10578.05,5,single_newline
32,long,4641.56,1.07,13075.42,9,single_newline
32,long,4641.64,1.25,15048.19,13,single_newline
32,long,4641.56,0.97,12881.24,8,single_newline
32,long,4641.57,0.97,10797.81,6,single_newline
32,long,4641.45,2.71,18685.19,38,single_newline
32,long,4641.47,1.39,15425.66,15,single_newline
32,long,4641.44,0.97,12881.12,8,single_newline
32,long,4641.38,0.97,12879.86,8,single_newline
32,long,4641.50,2.37,17748.68,31,single_newline
32,long,4641.08,1.15,13364.45,10,single_newline
32,long,3197.91,2.30,7987.41,11,single_newline
32,long,3186.72,3.45,5214.76,7,single_newline
32,long,3186.64,3.26,5029.02,6,single_newline
32,long,3186.57,2.22,7697.45,10,single_newline
32,long,3186.44,2.22,7697.17,10,single_newline
32,long,3186.47,1.93,7332.56,8,single_newline
32,long,3186.35,2.11,7456.94,9,single_newline
32,long,3186.50,2.30,7975.95,11,single_newline
32,long,3186.38,2.30,7975.77,11,single_newline
32,long,3186.35,2.89,4915.55,5,single_newline
32,long,3186.30,2.13,4593.63,3,single_newline
32,long,3186.37,2.42,8552.08,13,single_newline
32,long,3186.40,2.22,7697.29,10,single_newline
32,long,3186.34,2.30,7975.94,11,single_newline
32,long,3184.94,5.73,15409.46,70,single_newline
32,long,3184.88,2.33,8339.45,12,single_newline
32,long,3185.01,2.11,7455.56,9,single_newline
32,long,3184.95,2.89,4914.21,5,single_newline
32,long,3184.79,5.98,15884.27,76,single_newline
32,long,3184.81,2.52,8736.89,14,single_newline
32,long,3184.77,2.30,7974.49,11,single_newline
32,long,3184.80,2.89,4913.96,5,single_newline
32,long,3184.78,3.26,5027.06,6,single_newline
32,long,3184.84,2.33,8339.29,12,single_newline
32,long,3184.67,2.22,7695.42,10,single_newline
32,long,3183.83,9364.16,3183.94,1,single_newline
32,long,259.28,4.69,14984.38,69,single_newline
32,long,3184.77,2.52,8736.77,14,single_newline
32,long,3184.69,3.45,5212.21,7,single_newline
32,long,3184.52,2.11,7454.98,9,single_newline
32,long,3184.66,5.18,12842.97,50,single_newline
32,long,3184.59,2.22,7695.30,10,single_newline
